timestamp,count
1565049600000,28954
1564444800000,25154
1563840000000,20164
1563235200000,21138
1562630400000,25075
1562025600000,22577
1561420800000,19433
1560816000000,19763
1560211200000,19869
1559606400000,20464
1559001600000,19968
1558396800000,19885
1557792000000,20434
1557187200000,19848
1556582400000,21040
1555977600000,21276
1555372800000,20805
1554768000000,20917
1554163200000,21641
1553558400000,22504
1552953600000,23836
1552348800000,25088
1551744000000,26568
1551139200000,31196
1550534400000,24780
1549929600000,25712
1549324800000,27017
1548720000000,28581
1548115200000,28854
1547510400000,30903
1546905600000,24712
1546214400000,24166
1545609600000,23995
1545004800000,22820
1544400000000,23448
1543795200000,23933
1543190400000,25980
1542585600000,29948
1541980800000,23246
1541376000000,22034
1540771200000,21657
1540166400000,22152
1539561600000,23038
1538956800000,22591
1538352000000,23644
1537747200000,23996
1537142400000,24504
1536537600000,26836
1535932800000,30226
1535328000000,24301
1534723200000,23738
1534118400000,23710
1533513600000,23681
1532908800000,21318
1532304000000,21528
1531699200000,22244
1531094400000,22187
1530489600000,22233
1529884800000,22026
1529280000000,23057
1528675200000,24118
1528070400000,24738
1527465600000,23715
1526860800000,24105
1526256000000,22788
1525651200000,22850
1525046400000,22844
1524441600000,23290
1523836800000,24366
1523232000000,25500
1522627200000,26042
1522022400000,26231
1521417600000,27611
1520812800000,28304
1520208000000,30298
1519603200000,34041
1518998400000,25966
1518393600000,25812
1517788800000,25856
1517184000000,26645
1516579200000,26925
1515974400000,26844
1515369600000,28796
1514678400000,27788
1514073600000,26048
1513468800000,25673
1512864000000,24684
1512259200000,23973
1511654400000,24588
1511049600000,23760
1510444800000,21997
1509840000000,23209
1509235200000,23654
1508630400000,24584
1508025600000,26237
1507420800000,25850
1506816000000,25885
1506211200000,27904
1505606400000,32590
1505001600000,26743
1504396800000,25880
1503792000000,27783
1503187200000,27893
1502582400000,29100
1501977600000,29162
1501372800000,28439
1500768000000,28062
1500163200000,26121
1499558400000,26283
1498953600000,26861
1498348800000,28214
1497744000000,28762
1497139200000,31675
1496534400000,29349
1495929600000,30004
1495324800000,36215
1494720000000,29049
1494115200000,28473
1493510400000,29022
1492905600000,30321
1492300800000,27310
1491696000000,26517
1491091200000,28746
1490486400000,28462
1489881600000,27705
1489276800000,28183
1488672000000,29391
1488067200000,33220
1487462400000,37073
1486857600000,28825
1486252800000,28672
1485648000000,29934
1485043200000,30400
1484438400000,28660
1483833600000,29191
1483056000000,27596
1482451200000,26995
1481846400000,27086
1481241600000,26360
1480636800000,25217
1480032000000,25442
1479427200000,26557
1478822400000,25341
1478217600000,24413
1477612800000,25115
1477008000000,26131
1476403200000,26714
1475798400000,27036
1475193600000,29168
1474588800000,34200
1473984000000,26396
1473379200000,28032
1472774400000,28025
1472169600000,28431
1471564800000,27875
1470960000000,26633
1470355200000,26364
1469750400000,27110
1469145600000,27670
1468540800000,28660
1467936000000,28837
1467331200000,29792
1466726400000,30419
1466121600000,31482
1465516800000,32290
1464912000000,31874
1464307200000,30976
1463702400000,30663
1463097600000,29565
1462492800000,30277
1461888000000,31341
1461283200000,31514
1460678400000,31220
1460073600000,32386
1459468800000,33568
1458864000000,33842
1458259200000,32349
1457654400000,31995
1457049600000,34302
1456444800000,40097
1455840000000,32960
1455235200000,32965
1454630400000,34713
1454025600000,37499
1453420800000,33523
1452816000000,33124
1452211200000,33360
1452124800000,33190
1451520000000,32094
1450915200000,31366
1450310400000,29853
1449705600000,28466
1449100800000,27073
1448496000000,26838
1447891200000,27924
1447286400000,31448
1446681600000,34852
1446076800000,35270
1445472000000,33552
